"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.340415486307838,0.0457979225684608,0.0231350330500472,0.0118035882908404,0.135033050047214,0.184608120868744,0.0500472143531634,0.0259678942398489,0.0316336166194523,0.0146364494806421,0.0132200188857413,0.0174693106704438,0.0812086874409821,0.0132200188857413,0.0118035882908404
"2",0.219219219219219,0.039039039039039,0.0480480480480481,0.0480480480480481,0.03003003003003,0.0930930930930931,0.0480480480480481,0.0570570570570571,0.0480480480480481,0.0480480480480481,0.039039039039039,0.0480480480480481,0.039039039039039,0.129129129129129,0.0660660660660661
"3",0.344384707287933,0.0235961768219833,0.00746714456391876,0.00657108721624851,0.166965352449223,0.218040621266428,0.0415173237753883,0.0128434886499403,0.022700119474313,0.0209080047789725,0.022700119474313,0.019115890083632,0.0639187574671446,0.0209080047789725,0.00836320191158901
"4",0.244548286604361,0.0319314641744548,0.0120716510903427,0.0412772585669782,0.109034267912773,0.217679127725857,0.13006230529595,0.0681464174454829,0.0179127725856698,0.0319314641744548,0.0132398753894081,0.0190809968847352,0.0132398753894081,0.0424454828660436,0.007398753894081
"5",0.334908632640202,0.0163831127914304,0.0343415248897291,0.0192186515437933,0.106175173282924,0.203528670447385,0.0872715816005041,0.0248897290485192,0.0428481411468179,0.0173282923755514,0.0192186515437933,0.0107120352867045,0.0277252678008822,0.0305608065532451,0.0248897290485192
"6",0.365461847389558,0.00917957544463569,0.00917957544463569,0.0143430866322433,0.195065978198508,0.150315547905909,0.0522088353413655,0.0143430866322433,0.0608146873207114,0.0281124497991968,0.0315547905909352,0.00917957544463569,0.0229489386115892,0.0109007458405049,0.0263912794033276
"7",0.318816303740927,0.0223338916806253,0.0407593523171413,0.0575097710776103,0.10608598548297,0.0809603573422669,0.062534896705751,0.0139586823003908,0.139586823003908,0.0307091010608599,0.0173087660524846,0.0424343941931882,0.0340591848129537,0.0240089335566722,0.00893355667225014
"8",0.452557755775578,0.00948844884488449,0.0200082508250825,0.00763201320132013,0.0212458745874587,0.23473597359736,0.00886963696369637,0.00825082508250825,0.158622112211221,0.00763201320132013,0.0150577557755776,0.011963696369637,0.0181518151815181,0.00948844884488449,0.0162953795379538
"9",0.414392462638077,0.00893437296946069,0.0099090318388564,0.00211176088369071,0.00795971410006498,0.17267706302794,0.00844704353476283,0.00844704353476283,0.2954840805718,0.00211176088369071,0.00357374918778428,0.00406107862248213,0.0152696556205328,0.0123456790123457,0.0342755035737492
"10",0.295851013672796,0.02003771805752,0.00942951438000943,0.0327675624705328,0.147336162187647,0.273927392739274,0.049033474776049,0.00872230080150872,0.0773220179160773,0.00518623290900519,0.0143800094295144,0.00801508722300802,0.0256954266855257,0.0221593587930222,0.0101367279585101
"11",0.399547255234861,0.0175438596491228,0.0141482739105829,0.0158460667798529,0.151669496321449,0.197509903791737,0.0243350311262026,0.0192416525183928,0.0514997170345218,0.0141482739105829,0.0226372382569327,0.0277306168647425,0.0260328239954726,0.00735710243350311,0.010752688172043
"12",0.34613244296049,0.0189204229271007,0.0255982192543127,0.0255982192543127,0.0356149137451308,0.319421257651642,0.0523094045631608,0.0155815247634947,0.0222593210907067,0.0172509738452977,0.0255982192543127,0.0239287701725097,0.0139120756816917,0.0422927100723428,0.0155815247634947
"13",0.391812865497076,0.020811833505332,0.0104919160646715,0.0135878912968696,0.0698314413484692,0.284485724114207,0.0414516683866529,0.021327829377365,0.0228758169934641,0.0161678706570347,0.0156518747850017,0.00842793257653939,0.0574475404196766,0.0177158582731338,0.00791193670450636
"14",0.332380704945007,0.00943968130250281,0.00632198839525418,0.00190525677665194,0.0198319909933316,0.266129730665974,0.0206114142201438,0.018532952281978,0.00917987356023209,0.00294448774573482,0.00684160387979562,0.00580237291071274,0.287953581016714,0.00736121936433706,0.00476314194162986
"15",0.331038439472174,0.0061675272518646,0.0160642570281125,0.0065978198508319,0.0130522088353414,0.460986804360298,0.0479059093516925,0.0177854274239816,0.0190763052208835,0.0225186460126219,0.00831899024670109,0.0061675272518646,0.0113310384394722,0.00401606425702811,0.0289730349971314
"16",0.421449275362319,0.0249275362318841,0.0179710144927536,0.0301449275362319,0.0771014492753623,0.165797101449275,0.0127536231884058,0.016231884057971,0.0231884057971014,0.0231884057971014,0.0301449275362319,0.0197101449275362,0.0492753623188406,0.0301449275362319,0.0579710144927536
"17",0.393167576308874,0.0681220941985041,0.01475641803113,0.0111178492015363,0.0681220941985041,0.225186982009299,0.0523549626035981,0.0365878310086921,0.0177885587224581,0.0220335556903174,0.01475641803113,0.0202142712755205,0.0183949868607237,0.0232464119668486,0.0141499898928644
"18",0.416549460853258,0.0178152836380684,0.0100796999531177,0.0107829348335677,0.00375058602906704,0.292780121894046,0.0297702766057196,0.0607126113455227,0.043131739334271,0.0157055789967182,0.00867323019221753,0.0206282231598687,0.023441162681669,0.0107829348335677,0.0353961556493202
"19",0.295132829164243,0.00542951328291642,0.00601124684894318,0.00484777971688966,0.00891991467907698,0.246267209617995,0.0478960636028699,0.266046150862905,0.00542951328291642,0.0129920496412643,0.00310257901880939,0.00659298041496994,0.0339344580182277,0.0374248594143882,0.0199728524335854
"20",0.279513888888889,0.0373263888888889,0.0243055555555556,0.110243055555556,0.0347222222222222,0.0477430555555556,0.0920138888888889,0.0842013888888889,0.0555555555555556,0.0399305555555556,0.0243055555555556,0.0190972222222222,0.0347222222222222,0.105034722222222,0.0112847222222222
"21",0.428888888888889,0.0405555555555556,0.0155555555555556,0.0155555555555556,0.00722222222222222,0.115555555555556,0.0555555555555556,0.0288888888888889,0.0122222222222222,0.102222222222222,0.0188888888888889,0.0238888888888889,0.0155555555555556,0.0355555555555556,0.0838888888888889
"22",0.465474416294088,0.0198708395429707,0.0213611525086935,0.0273224043715847,0.0422255340288127,0.0809736711376056,0.07799304520616,0.0258320914058619,0.0377545951316443,0.0258320914058619,0.0422255340288127,0.0243417784401391,0.0258320914058619,0.0392449080973671,0.0437158469945355
"23",0.526881720430108,0.0260752688172043,0.00510752688172043,0.00752688172043011,0.0163978494623656,0.10510752688172,0.0276881720430108,0.0526881720430107,0.0228494623655914,0.0172043010752688,0.0147849462365591,0.035752688172043,0.0341397849462366,0.0172043010752688,0.0905913978494624
"24",0.360648456584499,0.024206084832334,0.0275371974239396,0.012880302020875,0.0235398623140129,0.150788363313347,0.0815012214079503,0.103486564512547,0.0115478569842327,0.0115478569842327,0.00755052187430602,0.029535864978903,0.012880302020875,0.0581834332667111,0.0841661114812347
"25",0.419405320813772,0.019170579029734,0.00978090766823161,0.0203442879499218,0.0250391236306729,0.155320813771518,0.0461658841940532,0.0602503912363067,0.013302034428795,0.0144757433489828,0.047339593114241,0.0285602503912363,0.013302034428795,0.0438184663536776,0.0837245696400626
"26",0.405222734254992,0.0328725038402458,0.00798771121351767,0.00752688172043011,0.00798771121351767,0.0725038402457757,0.0540706605222734,0.0904761904761905,0.0278033794162826,0.0241167434715822,0.0434715821812596,0.0208909370199693,0.0554531490015361,0.0102918586789555,0.139324116743472
"27",0.343317230273752,0.0215780998389694,0.049597423510467,0.0177133655394525,0.0447665056360709,0.123027375201288,0.05829307568438,0.0399355877616747,0.00805152979066023,0.0312399355877617,0.0853462157809984,0.0206119162640902,0.0409017713365539,0.0273752012882448,0.0882447665056361
"28",0.496669996669997,0.00416250416250416,0.00616050616050616,0.00516150516150516,0.0176490176490177,0.0700965700965701,0.0431235431235431,0.00715950715950716,0.0176490176490177,0.00466200466200466,0.0266400266400266,0.0191475191475191,0.0571095571095571,0.0261405261405261,0.198468198468198
"29",0.438409023449095,0.0163253190857821,0.0127634312852478,0.027010982487385,0.0216681507865836,0.0955773226476699,0.0804392994953992,0.0243395666369843,0.0555060848916593,0.0100920154348471,0.0225586227367171,0.0350252300385871,0.0181062629860493,0.0305728702879193,0.111605817750074
"30",0.271731690622861,0.080766598220397,0.0314852840520192,0.0150581793292266,0.027378507871321,0.027378507871321,0.257357973990417,0.0171115674195756,0.0171115674195756,0.0314852840520192,0.0314852840520192,0.0417522245037645,0.0171115674195756,0.105407255304586,0.027378507871321
"31",0.338488620646297,0.0204954105369043,0.00917892619137432,0.00163460329435433,0.00352068401860933,0.0551992958631963,0.0171004652332453,0.0106877907707783,0.0235131396957123,0.00842449390167233,0.0389790016346033,0.00616119703256633,0.0201181943920533,0.0186093298126493,0.427888846975984
"32",0.163940809968847,0.313473520249221,0.021417445482866,0.0132398753894081,0.021417445482866,0.00856697819314642,0.160436137071651,0.0412772585669782,0.0190809968847352,0.0249221183800623,0.0552959501557632,0.0319314641744548,0.0377725856697819,0.0599688473520249,0.0272585669781931
"33",0.282983682983683,0.0941724941724942,0.0116550116550117,0.0592074592074592,0.0634032634032634,0.0424242424242424,0.214452214452214,0.0102564102564103,0.027039627039627,0.027039627039627,0.0382284382284382,0.0102564102564103,0.034032634032634,0.062004662004662,0.0228438228438228
"34",0.199848742673473,0.0217432406882208,0.00813008130081301,0.00983172622423899,0.0240121005861221,0.0138022310455663,0.156173189638873,0.00869729627528833,0.0155038759689922,0.00926451124976366,0.0813008130081301,0.307619587823785,0.00756286632633768,0.0926451124976366,0.0438646246927585
"35",0.430727023319616,0.0161179698216735,0.0284636488340192,0.00788751714677641,0.0233196159122085,0.0474965706447188,0.175068587105624,0.00840192043895747,0.00685871056241427,0.0294924554183813,0.113854595336077,0.00943072702331962,0.0140603566529492,0.041838134430727,0.0469821673525377
"36",0.325375773651636,0.0155614500442087,0.00813439434129089,0.00707338638373121,0.00813439434129089,0.0532272325375774,0.105747126436782,0.0235190097259063,0.0139699381078691,0.00548187444739169,0.331211317418214,0.00972590627763041,0.0187444739168877,0.0166224580017683,0.0574712643678161
"37",0.249828884325804,0.0455167693360712,0.0208761122518823,0.0249828884325804,0.0136892539356605,0.0568104038329911,0.219028062970568,0.0106091718001369,0.0054757015742642,0.0116358658453114,0.0978781656399726,0.0783709787816564,0.0177960301163587,0.0650239561943874,0.0824777549623545
"38",0.202417962003454,0.152677029360967,0.014853195164076,0.0252158894645941,0.0169257340241796,0.0158894645941278,0.238687392055268,0.0179620034542314,0.00967184801381693,0.0107081174438687,0.14853195164076,0.0397236614853195,0.0231433506044905,0.0780656303972366,0.00552677029360967
"39",0.032274331820474,0.0731215330307615,0.0413514876449824,0.00806858295511851,0.0398386283408976,0.0746343923348462,0.319717599596571,0.032274331820474,0.0201714573877963,0.0670700958144226,0.0337871911245587,0.0458900655572365,0.0625315179021684,0.141200201714574,0.00806858295511851
"40",0.0658036677454153,0.0625674217907228,0.0269687162891046,0.0560949298813376,0.0140237324703344,0.017259978425027,0.32470334412082,0.0560949298813376,0.0334412081984898,0.04638619201726,0.017259978425027,0.0269687162891046,0.0366774541531823,0.19848975188781,0.017259978425027
"41",0.271951555188549,0.00440407376823562,0.0126617120836774,0.0118359482521332,0.00357830993669144,0.0217451142306634,0.423066336361134,0.00770712909441233,0.020093586567575,0.00935865675750069,0.120011010184421,0.00770712909441233,0.0167905312413983,0.0539499036608863,0.0151390035783099
"42",0.144698763483294,0.0555117074454091,0.0184162062615101,0.0349907918968692,0.0128913443830571,0.0310444619836885,0.408313601683767,0.0539331754801368,0.0310444619836885,0.0128913443830571,0.0247303341225993,0.0468297816364115,0.0199947382267824,0.087082346750855,0.017626940278874
"43",0.126984126984127,0.0363917924893535,0.0247773906310492,0.0340689121176926,0.0178087495160666,0.0166473093302362,0.448703058459156,0.0282617111885405,0.0329074719318622,0.0340689121176926,0.00619434765776229,0.018970189701897,0.02710027100271,0.129307007355788,0.0178087495160666
"44",0.0897609382047812,0.0369869192602616,0.0762291384754172,0.0193955796120884,0.0275146594497068,0.0288678394226432,0.275146594497068,0.0342805593143888,0.024808299503834,0.0139828597203428,0.0342805593143888,0.0126296797474064,0.024808299503834,0.284618854307623,0.0166892196662156
"45",0.082659478885894,0.0651392632524708,0.0341419586702606,0.050314465408805,0.00988319856244385,0.0220125786163522,0.345462713387242,0.0112309074573226,0.01392632524708,0.0314465408805031,0.0152740341419587,0.0152740341419587,0.0125786163522013,0.275381850853549,0.0152740341419587
"46",0.0285087719298246,0.0924185463659148,0.0397869674185464,0.0134711779448622,0.00595238095238095,0.00783208020050125,0.365914786967419,0.00783208020050125,0.0153508771929825,0.0191102756892231,0.0369674185463659,0.0219298245614035,0.0068922305764411,0.332080200501253,0.00595238095238095
"47",0.153959484346225,0.00920810313075507,0.00810313075506446,0.00810313075506446,0.0125230202578269,0.00920810313075507,0.277716390423573,0.0169429097605893,0.0158379373848987,0.00368324125230203,0.0103130755064457,0.0169429097605893,0.00920810313075507,0.444567219152854,0.00368324125230203
"48",0.103322949117342,0.0192107995846314,0.0223260643821391,0.0347871235721703,0.0192107995846314,0.0254413291796469,0.377466251298027,0.0379023883696781,0.0207684319833853,0.0301142263759086,0.0223260643821391,0.0129802699896158,0.0160955347871236,0.240394600207684,0.0176531671858775
"49",0.122065727699531,0.0267881800607567,0.190831262082298,0.0102181717757526,0.011875172604253,0.0218171775752555,0.2007732670533,0.00856117094725214,0.0168461750897542,0.0193316763325048,0.0135321734327534,0.00441866887600111,0.0276166804750069,0.317591825462579,0.00773267053300193
"50",0.0330352707401888,0.0479384003974168,0.131395926477894,0.00919026328862394,0.0129160457029309,0.0270740188772976,0.266269249875807,0.0151515151515152,0.00993541977148535,0.00919026328862394,0.0218579234972678,0.00919026328862394,0.00620963735717834,0.388474913065077,0.0121708892200695
"51",0.0572826712723086,0.184225676453656,0.00978698906160046,0.010650546919977,0.00374208405296488,0.0322394933793898,0.280080598733448,0.0149683362118595,0.00892343120322395,0.0054691997697179,0.0210132412204951,0.00892343120322395,0.014104778353483,0.338802533103051,0.00978698906160046
"52",0.0230983671843887,0.0171246515332537,0.0326563122262047,0.0290720828355237,0.0254878534448427,0.0183193946634807,0.20589406610912,0.0195141377937077,0.0123456790123457,0.0171246515332537,0.00876144962166468,0.0481879729191557,0.00637196336121067,0.512943050577459,0.0230983671843887
"53",0.0517438536306461,0.0191538021726701,0.0165809033733562,0.0157232704402516,0.012292738707833,0.0294453973699257,0.255002858776444,0.00886220697541452,0.012292738707833,0.00800457404230989,0.0105774728416238,0.0208690680388794,0.0174385363064608,0.508862206975415,0.0131503716409377
"54",0.132864400156311,0.0109417741305197,0.0179757717858538,0.0168034388432982,0.0109417741305197,0.0226651035560766,0.282923016803439,0.0168034388432982,0.00508010941774131,0.0144587729581868,0.0132864400156311,0.0214927706135209,0.0121141070730754,0.407190308714342,0.0144587729581868
"55",0.130618401206637,0.0256410256410256,0.00935143288084465,0.0120663650075415,0.0156862745098039,0.0337858220211161,0.360482654600302,0.0156862745098039,0.00935143288084465,0.0156862745098039,0.0645550527903469,0.0184012066365008,0.0229260935143288,0.256410256410256,0.00935143288084465
"56",0.0774493705528188,0.108648056923919,0.0585659551176793,0.0495347564313082,0.0166940339354132,0.0150519978106185,0.258073344280241,0.0109469074986316,0.024904214559387,0.0216201423097975,0.0142309797482211,0.0101258894362343,0.0142309797482211,0.306513409961686,0.0134099616858238
"57",0.0683839313094143,0.0380251456608402,0.0325053664520086,0.0536645200858632,0.00674639681079424,0.0380251456608402,0.2229377491567,0.0196258816314014,0.0159460288255136,0.0499846672799755,0.0141061024225698,0.00766636001226618,0.0196258816314014,0.392210978227538,0.0205458448328734
"58",0.074393752568845,0.0867242087957254,0.0164406083025072,0.0164406083025072,0.00780928894369092,0.0213727907932593,0.107685984381422,0.0139745170571311,0.00780928894369092,0.0164406083025072,0.0164406083025072,0.00534319769831484,0.0226058364159474,0.573777229757501,0.0127414714344431
